,file_name_list,audio_features,lexical_features,activation_mean,valence_mean,c_activation_mean,c_valence_mean,s_activation,s_valence
331,08_DR-100_0077_1_sentence_13,../muse_features/muse_audio_features\08_DR-100_0077_1_sentence_13.npy,../muse_features/muse_lexical_features\08_DR-100_0077_1.npy,0,0,0,1,1,2
332,08_DR-100_0077_1_sentence_2,../muse_features/muse_audio_features\08_DR-100_0077_1_sentence_2.npy,../muse_features/muse_lexical_features\08_DR-100_0077_1.npy,0,1,0,1,1,2
333,08_DR-100_0077_1_sentence_3,../muse_features/muse_audio_features\08_DR-100_0077_1_sentence_3.npy,../muse_features/muse_lexical_features\08_DR-100_0077_1.npy,0,1,0,1,1,2
334,08_DR-100_0077_1_sentence_4,../muse_features/muse_audio_features\08_DR-100_0077_1_sentence_4.npy,../muse_features/muse_lexical_features\08_DR-100_0077_1.npy,0,2,0,2,1,2
335,08_DR-100_0077_1_sentence_5,../muse_features/muse_audio_features\08_DR-100_0077_1_sentence_5.npy,../muse_features/muse_lexical_features\08_DR-100_0077_1.npy,0,1,0,1,1,2
336,08_DR-100_0077_1_sentence_6,../muse_features/muse_audio_features\08_DR-100_0077_1_sentence_6.npy,../muse_features/muse_lexical_features\08_DR-100_0077_1.npy,0,2,0,2,1,2
337,08_DR-100_0077_1_sentence_7,../muse_features/muse_audio_features\08_DR-100_0077_1_sentence_7.npy,../muse_features/muse_lexical_features\08_DR-100_0077_1.npy,0,0,0,1,1,2
338,08_DR-100_0077_1_sentence_8,../muse_features/muse_audio_features\08_DR-100_0077_1_sentence_8.npy,../muse_features/muse_lexical_features\08_DR-100_0077_1.npy,0,0,0,1,1,2
339,08_DR-100_0077_1_sentence_9,../muse_features/muse_audio_features\08_DR-100_0077_1_sentence_9.npy,../muse_features/muse_lexical_features\08_DR-100_0077_1.npy,0,1,0,1,1,2
340,08_DR-100_0077_3_sentence_1,../muse_features/muse_audio_features\08_DR-100_0077_3_sentence_1.npy,../muse_features/muse_lexical_features\08_DR-100_0077_3.npy,0,0,0,0,2,1
341,08_DR-100_0077_3_sentence_2,../muse_features/muse_audio_features\08_DR-100_0077_3_sentence_2.npy,../muse_features/muse_lexical_features\08_DR-100_0077_3.npy,0,1,0,2,2,1
342,08_DR-100_0077_3_sentence_3,../muse_features/muse_audio_features\08_DR-100_0077_3_sentence_3.npy,../muse_features/muse_lexical_features\08_DR-100_0077_3.npy,0,2,0,2,2,1
343,08_DR-100_0077_3_sentence_4,../muse_features/muse_audio_features\08_DR-100_0077_3_sentence_4.npy,../muse_features/muse_lexical_features\08_DR-100_0077_3.npy,0,2,0,2,2,1
344,08_DR-100_0077_3_sentence_5,../muse_features/muse_audio_features\08_DR-100_0077_3_sentence_5.npy,../muse_features/muse_lexical_features\08_DR-100_0077_3.npy,0,2,0,2,2,1
345,08_DR-100_0077_3_sentence_6,../muse_features/muse_audio_features\08_DR-100_0077_3_sentence_6.npy,../muse_features/muse_lexical_features\08_DR-100_0077_3.npy,0,2,0,2,2,1
346,08_DR-100_0077_3_sentence_7,../muse_features/muse_audio_features\08_DR-100_0077_3_sentence_7.npy,../muse_features/muse_lexical_features\08_DR-100_0077_3.npy,0,2,0,2,2,1
347,08_DR-100_0077_5_sentence_1,../muse_features/muse_audio_features\08_DR-100_0077_5_sentence_1.npy,../muse_features/muse_lexical_features\08_DR-100_0077_5.npy,0,1,0,0,2,1
348,08_DR-100_0077_5_sentence_10,../muse_features/muse_audio_features\08_DR-100_0077_5_sentence_10.npy,../muse_features/muse_lexical_features\08_DR-100_0077_5.npy,0,0,0,1,2,1
349,08_DR-100_0077_5_sentence_2,../muse_features/muse_audio_features\08_DR-100_0077_5_sentence_2.npy,../muse_features/muse_lexical_features\08_DR-100_0077_5.npy,0,1,0,0,2,1
350,08_DR-100_0077_5_sentence_3,../muse_features/muse_audio_features\08_DR-100_0077_5_sentence_3.npy,../muse_features/muse_lexical_features\08_DR-100_0077_5.npy,0,1,0,0,2,1
351,08_DR-100_0077_5_sentence_4,../muse_features/muse_audio_features\08_DR-100_0077_5_sentence_4.npy,../muse_features/muse_lexical_features\08_DR-100_0077_5.npy,0,2,0,2,2,1
352,08_DR-100_0077_5_sentence_5,../muse_features/muse_audio_features\08_DR-100_0077_5_sentence_5.npy,../muse_features/muse_lexical_features\08_DR-100_0077_5.npy,0,1,0,2,2,1
353,08_DR-100_0077_5_sentence_6,../muse_features/muse_audio_features\08_DR-100_0077_5_sentence_6.npy,../muse_features/muse_lexical_features\08_DR-100_0077_5.npy,0,1,0,0,2,1
354,08_DR-100_0077_5_sentence_7,../muse_features/muse_audio_features\08_DR-100_0077_5_sentence_7.npy,../muse_features/muse_lexical_features\08_DR-100_0077_5.npy,0,2,0,1,2,1
355,08_DR-100_0077_5_sentence_8,../muse_features/muse_audio_features\08_DR-100_0077_5_sentence_8.npy,../muse_features/muse_lexical_features\08_DR-100_0077_5.npy,0,0,0,0,2,1
356,08_DR-100_0077_5_sentence_9,../muse_features/muse_audio_features\08_DR-100_0077_5_sentence_9.npy,../muse_features/muse_lexical_features\08_DR-100_0077_5.npy,0,1,1,1,2,1
357,08_DR-100_0077_7_sentence_1,../muse_features/muse_audio_features\08_DR-100_0077_7_sentence_1.npy,../muse_features/muse_lexical_features\08_DR-100_0077_7.npy,0,1,0,2,0,1
358,08_DR-100_0077_7_sentence_2,../muse_features/muse_audio_features\08_DR-100_0077_7_sentence_2.npy,../muse_features/muse_lexical_features\08_DR-100_0077_7.npy,0,0,0,1,0,1
359,08_DR-100_0077_7_sentence_3,../muse_features/muse_audio_features\08_DR-100_0077_7_sentence_3.npy,../muse_features/muse_lexical_features\08_DR-100_0077_7.npy,0,1,0,1,0,1
360,08_DR-100_0077_7_sentence_4,../muse_features/muse_audio_features\08_DR-100_0077_7_sentence_4.npy,../muse_features/muse_lexical_features\08_DR-100_0077_7.npy,0,1,0,1,0,1
361,08_DR-100_0077_7_sentence_5,../muse_features/muse_audio_features\08_DR-100_0077_7_sentence_5.npy,../muse_features/muse_lexical_features\08_DR-100_0077_7.npy,0,1,0,1,0,1
362,08_DR-100_0077_7_sentence_6,../muse_features/muse_audio_features\08_DR-100_0077_7_sentence_6.npy,../muse_features/muse_lexical_features\08_DR-100_0077_7.npy,0,1,0,1,0,1
363,08_DR-100_0077_7_sentence_7,../muse_features/muse_audio_features\08_DR-100_0077_7_sentence_7.npy,../muse_features/muse_lexical_features\08_DR-100_0077_7.npy,0,2,0,2,0,1
364,08_DR-100_0077_7_sentence_8,../muse_features/muse_audio_features\08_DR-100_0077_7_sentence_8.npy,../muse_features/muse_lexical_features\08_DR-100_0077_7.npy,0,1,0,2,0,1
365,08_DR-100_0077_9_sentence_1,../muse_features/muse_audio_features\08_DR-100_0077_9_sentence_1.npy,../muse_features/muse_lexical_features\08_DR-100_0077_9.npy,0,2,0,2,0,2
366,08_DR-100_0077_9_sentence_2,../muse_features/muse_audio_features\08_DR-100_0077_9_sentence_2.npy,../muse_features/muse_lexical_features\08_DR-100_0077_9.npy,0,0,0,1,0,2
367,08_DR-100_0077_9_sentence_3,../muse_features/muse_audio_features\08_DR-100_0077_9_sentence_3.npy,../muse_features/muse_lexical_features\08_DR-100_0077_9.npy,0,1,0,1,0,2
368,08_DR-100_0077_9_sentence_4,../muse_features/muse_audio_features\08_DR-100_0077_9_sentence_4.npy,../muse_features/muse_lexical_features\08_DR-100_0077_9.npy,0,1,0,1,0,2
369,08_DR-100_0077_9_sentence_5,../muse_features/muse_audio_features\08_DR-100_0077_9_sentence_5.npy,../muse_features/muse_lexical_features\08_DR-100_0077_9.npy,0,0,0,1,0,2
370,08_DR-100_0077_9_sentence_6,../muse_features/muse_audio_features\08_DR-100_0077_9_sentence_6.npy,../muse_features/muse_lexical_features\08_DR-100_0077_9.npy,0,1,0,1,0,2
371,08_DR-100_0077_9_sentence_7,../muse_features/muse_audio_features\08_DR-100_0077_9_sentence_7.npy,../muse_features/muse_lexical_features\08_DR-100_0077_9.npy,0,0,0,1,0,2
372,08_DR-100_0077_9_sentence_8,../muse_features/muse_audio_features\08_DR-100_0077_9_sentence_8.npy,../muse_features/muse_lexical_features\08_DR-100_0077_9.npy,0,2,0,2,0,2
373,08_DR-100_0077_9_sentence_9,../muse_features/muse_audio_features\08_DR-100_0077_9_sentence_9.npy,../muse_features/muse_lexical_features\08_DR-100_0077_9.npy,0,1,0,1,0,2
374,09_DR-100_0078_1_sentence_1,../muse_features/muse_audio_features\09_DR-100_0078_1_sentence_1.npy,../muse_features/muse_lexical_features\09_DR-100_0078_1.npy,0,2,0,2,1,2
375,09_DR-100_0078_1_sentence_2,../muse_features/muse_audio_features\09_DR-100_0078_1_sentence_2.npy,../muse_features/muse_lexical_features\09_DR-100_0078_1.npy,0,2,0,2,1,2
376,09_DR-100_0078_1_sentence_3,../muse_features/muse_audio_features\09_DR-100_0078_1_sentence_3.npy,../muse_features/muse_lexical_features\09_DR-100_0078_1.npy,0,2,0,2,1,2
377,09_DR-100_0078_1_sentence_4,../muse_features/muse_audio_features\09_DR-100_0078_1_sentence_4.npy,../muse_features/muse_lexical_features\09_DR-100_0078_1.npy,0,1,0,2,1,2
378,09_DR-100_0078_1_sentence_5,../muse_features/muse_audio_features\09_DR-100_0078_1_sentence_5.npy,../muse_features/muse_lexical_features\09_DR-100_0078_1.npy,0,2,0,2,1,2
379,09_DR-100_0078_1_sentence_6,../muse_features/muse_audio_features\09_DR-100_0078_1_sentence_6.npy,../muse_features/muse_lexical_features\09_DR-100_0078_1.npy,0,2,0,2,1,2
380,09_DR-100_0078_1_sentence_7,../muse_features/muse_audio_features\09_DR-100_0078_1_sentence_7.npy,../muse_features/muse_lexical_features\09_DR-100_0078_1.npy,0,1,0,2,1,2
381,09_DR-100_0078_3_sentence_1,../muse_features/muse_audio_features\09_DR-100_0078_3_sentence_1.npy,../muse_features/muse_lexical_features\09_DR-100_0078_3.npy,0,2,0,2,2,0
382,09_DR-100_0078_3_sentence_2,../muse_features/muse_audio_features\09_DR-100_0078_3_sentence_2.npy,../muse_features/muse_lexical_features\09_DR-100_0078_3.npy,0,1,0,1,2,0
383,09_DR-100_0078_3_sentence_3,../muse_features/muse_audio_features\09_DR-100_0078_3_sentence_3.npy,../muse_features/muse_lexical_features\09_DR-100_0078_3.npy,0,0,0,0,2,0
384,09_DR-100_0078_3_sentence_4,../muse_features/muse_audio_features\09_DR-100_0078_3_sentence_4.npy,../muse_features/muse_lexical_features\09_DR-100_0078_3.npy,0,1,0,1,2,0
385,09_DR-100_0078_3_sentence_5,../muse_features/muse_audio_features\09_DR-100_0078_3_sentence_5.npy,../muse_features/muse_lexical_features\09_DR-100_0078_3.npy,0,1,0,2,2,0
386,09_DR-100_0078_3_sentence_6,../muse_features/muse_audio_features\09_DR-100_0078_3_sentence_6.npy,../muse_features/muse_lexical_features\09_DR-100_0078_3.npy,0,1,1,2,2,0
387,09_DR-100_0078_3_sentence_7,../muse_features/muse_audio_features\09_DR-100_0078_3_sentence_7.npy,../muse_features/muse_lexical_features\09_DR-100_0078_3.npy,0,1,0,2,2,0
388,09_DR-100_0078_5_sentence_1,../muse_features/muse_audio_features\09_DR-100_0078_5_sentence_1.npy,../muse_features/muse_lexical_features\09_DR-100_0078_5.npy,0,0,0,2,2,0
389,09_DR-100_0078_5_sentence_2,../muse_features/muse_audio_features\09_DR-100_0078_5_sentence_2.npy,../muse_features/muse_lexical_features\09_DR-100_0078_5.npy,0,1,0,2,2,0
390,09_DR-100_0078_5_sentence_3,../muse_features/muse_audio_features\09_DR-100_0078_5_sentence_3.npy,../muse_features/muse_lexical_features\09_DR-100_0078_5.npy,0,1,0,0,2,0
391,09_DR-100_0078_5_sentence_4,../muse_features/muse_audio_features\09_DR-100_0078_5_sentence_4.npy,../muse_features/muse_lexical_features\09_DR-100_0078_5.npy,0,1,0,2,2,0
392,09_DR-100_0078_5_sentence_5,../muse_features/muse_audio_features\09_DR-100_0078_5_sentence_5.npy,../muse_features/muse_lexical_features\09_DR-100_0078_5.npy,0,0,0,1,2,0
393,09_DR-100_0078_5_sentence_6,../muse_features/muse_audio_features\09_DR-100_0078_5_sentence_6.npy,../muse_features/muse_lexical_features\09_DR-100_0078_5.npy,0,2,0,2,2,0
394,09_DR-100_0078_5_sentence_7,../muse_features/muse_audio_features\09_DR-100_0078_5_sentence_7.npy,../muse_features/muse_lexical_features\09_DR-100_0078_5.npy,0,1,0,1,2,0
395,09_DR-100_0078_5_sentence_8,../muse_features/muse_audio_features\09_DR-100_0078_5_sentence_8.npy,../muse_features/muse_lexical_features\09_DR-100_0078_5.npy,0,0,0,0,2,0
396,09_DR-100_0078_7_sentence_1,../muse_features/muse_audio_features\09_DR-100_0078_7_sentence_1.npy,../muse_features/muse_lexical_features\09_DR-100_0078_7.npy,0,2,0,2,1,2
397,09_DR-100_0078_7_sentence_2,../muse_features/muse_audio_features\09_DR-100_0078_7_sentence_2.npy,../muse_features/muse_lexical_features\09_DR-100_0078_7.npy,0,2,0,2,1,2
398,09_DR-100_0078_7_sentence_3,../muse_features/muse_audio_features\09_DR-100_0078_7_sentence_3.npy,../muse_features/muse_lexical_features\09_DR-100_0078_7.npy,0,1,0,1,1,2
399,09_DR-100_0078_7_sentence_4,../muse_features/muse_audio_features\09_DR-100_0078_7_sentence_4.npy,../muse_features/muse_lexical_features\09_DR-100_0078_7.npy,0,2,0,2,1,2
400,09_DR-100_0078_7_sentence_5,../muse_features/muse_audio_features\09_DR-100_0078_7_sentence_5.npy,../muse_features/muse_lexical_features\09_DR-100_0078_7.npy,0,2,0,1,1,2
401,09_DR-100_0078_7_sentence_6,../muse_features/muse_audio_features\09_DR-100_0078_7_sentence_6.npy,../muse_features/muse_lexical_features\09_DR-100_0078_7.npy,0,2,0,2,1,2
402,09_DR-100_0078_7_sentence_7,../muse_features/muse_audio_features\09_DR-100_0078_7_sentence_7.npy,../muse_features/muse_lexical_features\09_DR-100_0078_7.npy,0,1,0,0,1,2
403,09_DR-100_0078_7_sentence_8,../muse_features/muse_audio_features\09_DR-100_0078_7_sentence_8.npy,../muse_features/muse_lexical_features\09_DR-100_0078_7.npy,0,1,0,1,1,2
404,09_DR-100_0078_9_sentence_1,../muse_features/muse_audio_features\09_DR-100_0078_9_sentence_1.npy,../muse_features/muse_lexical_features\09_DR-100_0078_9.npy,0,1,0,1,0,2
405,09_DR-100_0078_9_sentence_2,../muse_features/muse_audio_features\09_DR-100_0078_9_sentence_2.npy,../muse_features/muse_lexical_features\09_DR-100_0078_9.npy,0,1,0,1,0,2
406,09_DR-100_0078_9_sentence_3,../muse_features/muse_audio_features\09_DR-100_0078_9_sentence_3.npy,../muse_features/muse_lexical_features\09_DR-100_0078_9.npy,0,1,0,1,0,2
407,09_DR-100_0078_9_sentence_4,../muse_features/muse_audio_features\09_DR-100_0078_9_sentence_4.npy,../muse_features/muse_lexical_features\09_DR-100_0078_9.npy,0,2,0,2,0,2
408,09_DR-100_0078_9_sentence_5,../muse_features/muse_audio_features\09_DR-100_0078_9_sentence_5.npy,../muse_features/muse_lexical_features\09_DR-100_0078_9.npy,0,1,0,2,0,2
409,09_DR-100_0078_9_sentence_6,../muse_features/muse_audio_features\09_DR-100_0078_9_sentence_6.npy,../muse_features/muse_lexical_features\09_DR-100_0078_9.npy,0,0,0,0,0,2
410,09_DR-100_0078_9_sentence_7,../muse_features/muse_audio_features\09_DR-100_0078_9_sentence_7.npy,../muse_features/muse_lexical_features\09_DR-100_0078_9.npy,0,1,0,1,0,2
411,09_DR-100_0078_9_sentence_8,../muse_features/muse_audio_features\09_DR-100_0078_9_sentence_8.npy,../muse_features/muse_lexical_features\09_DR-100_0078_9.npy,0,0,0,1,0,2
412,09_DR-100_0078_9_sentence_9,../muse_features/muse_audio_features\09_DR-100_0078_9_sentence_9.npy,../muse_features/muse_lexical_features\09_DR-100_0078_9.npy,0,1,0,1,0,2
413,10_DR-100_0074_1_sentence_1,../muse_features/muse_audio_features\10_DR-100_0074_1_sentence_1.npy,../muse_features/muse_lexical_features\10_DR-100_0074_1.npy,0,1,0,2,2,2
414,10_DR-100_0074_1_sentence_2,../muse_features/muse_audio_features\10_DR-100_0074_1_sentence_2.npy,../muse_features/muse_lexical_features\10_DR-100_0074_1.npy,0,2,1,2,2,2
415,10_DR-100_0074_1_sentence_3,../muse_features/muse_audio_features\10_DR-100_0074_1_sentence_3.npy,../muse_features/muse_lexical_features\10_DR-100_0074_1.npy,0,1,1,2,2,2
416,10_DR-100_0074_1_sentence_4,../muse_features/muse_audio_features\10_DR-100_0074_1_sentence_4.npy,../muse_features/muse_lexical_features\10_DR-100_0074_1.npy,0,1,0,2,2,2
417,10_DR-100_0074_1_sentence_5,../muse_features/muse_audio_features\10_DR-100_0074_1_sentence_5.npy,../muse_features/muse_lexical_features\10_DR-100_0074_1.npy,0,1,0,2,2,2
418,10_DR-100_0074_1_sentence_6,../muse_features/muse_audio_features\10_DR-100_0074_1_sentence_6.npy,../muse_features/muse_lexical_features\10_DR-100_0074_1.npy,0,2,0,2,2,2
419,10_DR-100_0074_1_sentence_7,../muse_features/muse_audio_features\10_DR-100_0074_1_sentence_7.npy,../muse_features/muse_lexical_features\10_DR-100_0074_1.npy,0,2,1,2,2,2
420,10_DR-100_0074_1_sentence_8,../muse_features/muse_audio_features\10_DR-100_0074_1_sentence_8.npy,../muse_features/muse_lexical_features\10_DR-100_0074_1.npy,1,2,1,2,2,2
421,10_DR-100_0074_1_sentence_9,../muse_features/muse_audio_features\10_DR-100_0074_1_sentence_9.npy,../muse_features/muse_lexical_features\10_DR-100_0074_1.npy,0,1,0,2,2,2
422,10_DR-100_0074_3_sentence_1,../muse_features/muse_audio_features\10_DR-100_0074_3_sentence_1.npy,../muse_features/muse_lexical_features\10_DR-100_0074_3.npy,0,0,0,1,2,0
423,10_DR-100_0074_3_sentence_2,../muse_features/muse_audio_features\10_DR-100_0074_3_sentence_2.npy,../muse_features/muse_lexical_features\10_DR-100_0074_3.npy,0,0,0,0,2,0
424,10_DR-100_0074_3_sentence_3,../muse_features/muse_audio_features\10_DR-100_0074_3_sentence_3.npy,../muse_features/muse_lexical_features\10_DR-100_0074_3.npy,0,2,0,2,2,0
425,10_DR-100_0074_3_sentence_4,../muse_features/muse_audio_features\10_DR-100_0074_3_sentence_4.npy,../muse_features/muse_lexical_features\10_DR-100_0074_3.npy,0,0,0,1,2,0
426,10_DR-100_0074_3_sentence_5,../muse_features/muse_audio_features\10_DR-100_0074_3_sentence_5.npy,../muse_features/muse_lexical_features\10_DR-100_0074_3.npy,0,2,0,2,2,0
427,10_DR-100_0074_3_sentence_6,../muse_features/muse_audio_features\10_DR-100_0074_3_sentence_6.npy,../muse_features/muse_lexical_features\10_DR-100_0074_3.npy,0,1,0,2,2,0
428,10_DR-100_0074_3_sentence_7,../muse_features/muse_audio_features\10_DR-100_0074_3_sentence_7.npy,../muse_features/muse_lexical_features\10_DR-100_0074_3.npy,0,2,0,2,2,0
429,10_DR-100_0074_3_sentence_8,../muse_features/muse_audio_features\10_DR-100_0074_3_sentence_8.npy,../muse_features/muse_lexical_features\10_DR-100_0074_3.npy,0,1,0,0,2,0
430,10_DR-100_0074_5_sentence_1,../muse_features/muse_audio_features\10_DR-100_0074_5_sentence_1.npy,../muse_features/muse_lexical_features\10_DR-100_0074_5.npy,0,0,0,1,2,2
431,10_DR-100_0074_5_sentence_10,../muse_features/muse_audio_features\10_DR-100_0074_5_sentence_10.npy,../muse_features/muse_lexical_features\10_DR-100_0074_5.npy,0,1,0,1,2,2
432,10_DR-100_0074_5_sentence_11,../muse_features/muse_audio_features\10_DR-100_0074_5_sentence_11.npy,../muse_features/muse_lexical_features\10_DR-100_0074_5.npy,0,0,0,0,2,2
433,10_DR-100_0074_5_sentence_2,../muse_features/muse_audio_features\10_DR-100_0074_5_sentence_2.npy,../muse_features/muse_lexical_features\10_DR-100_0074_5.npy,0,1,0,1,2,2
434,10_DR-100_0074_5_sentence_3,../muse_features/muse_audio_features\10_DR-100_0074_5_sentence_3.npy,../muse_features/muse_lexical_features\10_DR-100_0074_5.npy,0,1,0,1,2,2
435,10_DR-100_0074_5_sentence_4,../muse_features/muse_audio_features\10_DR-100_0074_5_sentence_4.npy,../muse_features/muse_lexical_features\10_DR-100_0074_5.npy,0,0,0,0,2,2
436,10_DR-100_0074_5_sentence_5,../muse_features/muse_audio_features\10_DR-100_0074_5_sentence_5.npy,../muse_features/muse_lexical_features\10_DR-100_0074_5.npy,0,0,0,0,2,2
437,10_DR-100_0074_5_sentence_6,../muse_features/muse_audio_features\10_DR-100_0074_5_sentence_6.npy,../muse_features/muse_lexical_features\10_DR-100_0074_5.npy,0,2,0,1,2,2
438,10_DR-100_0074_5_sentence_7,../muse_features/muse_audio_features\10_DR-100_0074_5_sentence_7.npy,../muse_features/muse_lexical_features\10_DR-100_0074_5.npy,0,1,0,0,2,2
439,10_DR-100_0074_5_sentence_8,../muse_features/muse_audio_features\10_DR-100_0074_5_sentence_8.npy,../muse_features/muse_lexical_features\10_DR-100_0074_5.npy,0,0,0,1,2,2
440,10_DR-100_0074_5_sentence_9,../muse_features/muse_audio_features\10_DR-100_0074_5_sentence_9.npy,../muse_features/muse_lexical_features\10_DR-100_0074_5.npy,0,1,0,1,2,2
441,10_DR-100_0074_7_sentence_1,../muse_features/muse_audio_features\10_DR-100_0074_7_sentence_1.npy,../muse_features/muse_lexical_features\10_DR-100_0074_7.npy,0,1,0,1,2,0
442,10_DR-100_0074_7_sentence_10,../muse_features/muse_audio_features\10_DR-100_0074_7_sentence_10.npy,../muse_features/muse_lexical_features\10_DR-100_0074_7.npy,0,0,0,0,2,0
443,10_DR-100_0074_7_sentence_11,../muse_features/muse_audio_features\10_DR-100_0074_7_sentence_11.npy,../muse_features/muse_lexical_features\10_DR-100_0074_7.npy,0,0,1,0,2,0
444,10_DR-100_0074_7_sentence_2,../muse_features/muse_audio_features\10_DR-100_0074_7_sentence_2.npy,../muse_features/muse_lexical_features\10_DR-100_0074_7.npy,0,0,0,0,2,0
445,10_DR-100_0074_7_sentence_3,../muse_features/muse_audio_features\10_DR-100_0074_7_sentence_3.npy,../muse_features/muse_lexical_features\10_DR-100_0074_7.npy,1,0,1,0,2,0
446,10_DR-100_0074_7_sentence_4,../muse_features/muse_audio_features\10_DR-100_0074_7_sentence_4.npy,../muse_features/muse_lexical_features\10_DR-100_0074_7.npy,0,0,0,0,2,0
447,10_DR-100_0074_7_sentence_5,../muse_features/muse_audio_features\10_DR-100_0074_7_sentence_5.npy,../muse_features/muse_lexical_features\10_DR-100_0074_7.npy,1,0,1,0,2,0
448,10_DR-100_0074_7_sentence_6,../muse_features/muse_audio_features\10_DR-100_0074_7_sentence_6.npy,../muse_features/muse_lexical_features\10_DR-100_0074_7.npy,0,2,0,1,2,0
449,10_DR-100_0074_7_sentence_7,../muse_features/muse_audio_features\10_DR-100_0074_7_sentence_7.npy,../muse_features/muse_lexical_features\10_DR-100_0074_7.npy,0,0,0,0,2,0
450,10_DR-100_0074_7_sentence_8,../muse_features/muse_audio_features\10_DR-100_0074_7_sentence_8.npy,../muse_features/muse_lexical_features\10_DR-100_0074_7.npy,0,0,0,0,2,0
451,10_DR-100_0074_7_sentence_9,../muse_features/muse_audio_features\10_DR-100_0074_7_sentence_9.npy,../muse_features/muse_lexical_features\10_DR-100_0074_7.npy,0,1,0,0,2,0
452,10_DR-100_0074_9_sentence_1,../muse_features/muse_audio_features\10_DR-100_0074_9_sentence_1.npy,../muse_features/muse_lexical_features\10_DR-100_0074_9.npy,0,1,0,1,2,2
453,10_DR-100_0074_9_sentence_10,../muse_features/muse_audio_features\10_DR-100_0074_9_sentence_10.npy,../muse_features/muse_lexical_features\10_DR-100_0074_9.npy,0,2,0,2,2,2
454,10_DR-100_0074_9_sentence_11,../muse_features/muse_audio_features\10_DR-100_0074_9_sentence_11.npy,../muse_features/muse_lexical_features\10_DR-100_0074_9.npy,0,2,0,2,2,2
455,10_DR-100_0074_9_sentence_12,../muse_features/muse_audio_features\10_DR-100_0074_9_sentence_12.npy,../muse_features/muse_lexical_features\10_DR-100_0074_9.npy,0,2,0,2,2,2
456,10_DR-100_0074_9_sentence_13,../muse_features/muse_audio_features\10_DR-100_0074_9_sentence_13.npy,../muse_features/muse_lexical_features\10_DR-100_0074_9.npy,0,2,0,2,2,2
457,10_DR-100_0074_9_sentence_2,../muse_features/muse_audio_features\10_DR-100_0074_9_sentence_2.npy,../muse_features/muse_lexical_features\10_DR-100_0074_9.npy,0,1,0,1,2,2
458,10_DR-100_0074_9_sentence_3,../muse_features/muse_audio_features\10_DR-100_0074_9_sentence_3.npy,../muse_features/muse_lexical_features\10_DR-100_0074_9.npy,0,2,0,2,2,2
459,10_DR-100_0074_9_sentence_4,../muse_features/muse_audio_features\10_DR-100_0074_9_sentence_4.npy,../muse_features/muse_lexical_features\10_DR-100_0074_9.npy,1,2,0,2,2,2
460,10_DR-100_0074_9_sentence_5,../muse_features/muse_audio_features\10_DR-100_0074_9_sentence_5.npy,../muse_features/muse_lexical_features\10_DR-100_0074_9.npy,0,2,0,2,2,2
461,10_DR-100_0074_9_sentence_6,../muse_features/muse_audio_features\10_DR-100_0074_9_sentence_6.npy,../muse_features/muse_lexical_features\10_DR-100_0074_9.npy,0,2,0,1,2,2
462,10_DR-100_0074_9_sentence_7,../muse_features/muse_audio_features\10_DR-100_0074_9_sentence_7.npy,../muse_features/muse_lexical_features\10_DR-100_0074_9.npy,0,1,0,1,2,2
463,10_DR-100_0074_9_sentence_8,../muse_features/muse_audio_features\10_DR-100_0074_9_sentence_8.npy,../muse_features/muse_lexical_features\10_DR-100_0074_9.npy,0,2,0,2,2,2
464,10_DR-100_0074_9_sentence_9,../muse_features/muse_audio_features\10_DR-100_0074_9_sentence_9.npy,../muse_features/muse_lexical_features\10_DR-100_0074_9.npy,0,2,0,2,2,2
465,11_DR-100_0075_1_sentence_1,../muse_features/muse_audio_features\11_DR-100_0075_1_sentence_1.npy,../muse_features/muse_lexical_features\04_DR-100_0075_1.npy,0,1,0,1,2,2
466,11_DR-100_0075_1_sentence_10,../muse_features/muse_audio_features\11_DR-100_0075_1_sentence_10.npy,../muse_features/muse_lexical_features\04_DR-100_0075_1.npy,0,1,0,1,2,2
467,11_DR-100_0075_1_sentence_2,../muse_features/muse_audio_features\11_DR-100_0075_1_sentence_2.npy,../muse_features/muse_lexical_features\04_DR-100_0075_1.npy,0,0,0,0,2,2
468,11_DR-100_0075_1_sentence_3,../muse_features/muse_audio_features\11_DR-100_0075_1_sentence_3.npy,../muse_features/muse_lexical_features\04_DR-100_0075_1.npy,0,1,0,1,2,2
469,11_DR-100_0075_1_sentence_4,../muse_features/muse_audio_features\11_DR-100_0075_1_sentence_4.npy,../muse_features/muse_lexical_features\04_DR-100_0075_1.npy,0,0,0,0,2,2
470,11_DR-100_0075_1_sentence_5,../muse_features/muse_audio_features\11_DR-100_0075_1_sentence_5.npy,../muse_features/muse_lexical_features\04_DR-100_0075_1.npy,0,2,0,1,2,2
471,11_DR-100_0075_1_sentence_6,../muse_features/muse_audio_features\11_DR-100_0075_1_sentence_6.npy,../muse_features/muse_lexical_features\04_DR-100_0075_1.npy,0,1,0,1,2,2
472,11_DR-100_0075_1_sentence_7,../muse_features/muse_audio_features\11_DR-100_0075_1_sentence_7.npy,../muse_features/muse_lexical_features\04_DR-100_0075_1.npy,0,1,0,1,2,2
473,11_DR-100_0075_1_sentence_8,../muse_features/muse_audio_features\11_DR-100_0075_1_sentence_8.npy,../muse_features/muse_lexical_features\04_DR-100_0075_1.npy,0,1,0,1,2,2
