,file_name_list,audio_features,lexical_features
421,05_DR-100_0072_7_sentence_6,../muse_features/muse_audio_features\05_DR-100_0072_7_sentence_6.npy,../muse_features/muse_lexical_features\05_DR-100_0072_7.npy
422,05_DR-100_0072_7_sentence_7,../muse_features/muse_audio_features\05_DR-100_0072_7_sentence_7.npy,../muse_features/muse_lexical_features\05_DR-100_0072_7.npy
423,05_DR-100_0072_7_sentence_8,../muse_features/muse_audio_features\05_DR-100_0072_7_sentence_8.npy,../muse_features/muse_lexical_features\05_DR-100_0072_7.npy
424,05_DR-100_0072_7_sentence_9,../muse_features/muse_audio_features\05_DR-100_0072_7_sentence_9.npy,../muse_features/muse_lexical_features\05_DR-100_0072_7.npy
425,05_DR-100_0072_9_sentence_1,../muse_features/muse_audio_features\05_DR-100_0072_9_sentence_1.npy,../muse_features/muse_lexical_features\05_DR-100_0072_9.npy
426,05_DR-100_0072_9_sentence_2,../muse_features/muse_audio_features\05_DR-100_0072_9_sentence_2.npy,../muse_features/muse_lexical_features\05_DR-100_0072_9.npy
427,05_DR-100_0072_9_sentence_3,../muse_features/muse_audio_features\05_DR-100_0072_9_sentence_3.npy,../muse_features/muse_lexical_features\05_DR-100_0072_9.npy
428,05_DR-100_0072_9_sentence_4,../muse_features/muse_audio_features\05_DR-100_0072_9_sentence_4.npy,../muse_features/muse_lexical_features\05_DR-100_0072_9.npy
429,05_DR-100_0072_9_sentence_5,../muse_features/muse_audio_features\05_DR-100_0072_9_sentence_5.npy,../muse_features/muse_lexical_features\05_DR-100_0072_9.npy
430,05_DR-100_0072_9_sentence_6,../muse_features/muse_audio_features\05_DR-100_0072_9_sentence_6.npy,../muse_features/muse_lexical_features\05_DR-100_0072_9.npy
431,05_DR-100_0072_9_sentence_7,../muse_features/muse_audio_features\05_DR-100_0072_9_sentence_7.npy,../muse_features/muse_lexical_features\05_DR-100_0072_9.npy
432,05_DR-100_0072_9_sentence_8,../muse_features/muse_audio_features\05_DR-100_0072_9_sentence_8.npy,../muse_features/muse_lexical_features\05_DR-100_0072_9.npy
433,05_DR-100_0072_9_sentence_9,../muse_features/muse_audio_features\05_DR-100_0072_9_sentence_9.npy,../muse_features/muse_lexical_features\05_DR-100_0072_9.npy
434,05_DR-100_0098_1_sentence_1_ns,../muse_features/muse_audio_features\05_DR-100_0098_1_sentence_1_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_1.npy
435,05_DR-100_0098_1_sentence_2_ns,../muse_features/muse_audio_features\05_DR-100_0098_1_sentence_2_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_1.npy
436,05_DR-100_0098_1_sentence_3_ns,../muse_features/muse_audio_features\05_DR-100_0098_1_sentence_3_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_1.npy
437,05_DR-100_0098_1_sentence_4_ns,../muse_features/muse_audio_features\05_DR-100_0098_1_sentence_4_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_1.npy
438,05_DR-100_0098_1_sentence_5_ns,../muse_features/muse_audio_features\05_DR-100_0098_1_sentence_5_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_1.npy
439,05_DR-100_0098_3_sentence_1_ns,../muse_features/muse_audio_features\05_DR-100_0098_3_sentence_1_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_3.npy
440,05_DR-100_0098_3_sentence_2_ns,../muse_features/muse_audio_features\05_DR-100_0098_3_sentence_2_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_3.npy
441,05_DR-100_0098_3_sentence_3_ns,../muse_features/muse_audio_features\05_DR-100_0098_3_sentence_3_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_3.npy
442,05_DR-100_0098_3_sentence_4_ns,../muse_features/muse_audio_features\05_DR-100_0098_3_sentence_4_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_3.npy
443,05_DR-100_0098_3_sentence_5_ns,../muse_features/muse_audio_features\05_DR-100_0098_3_sentence_5_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_3.npy
444,05_DR-100_0098_3_sentence_6_ns,../muse_features/muse_audio_features\05_DR-100_0098_3_sentence_6_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_3.npy
445,05_DR-100_0098_5_sentence_10_ns,../muse_features/muse_audio_features\05_DR-100_0098_5_sentence_10_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_5.npy
446,05_DR-100_0098_5_sentence_1_ns,../muse_features/muse_audio_features\05_DR-100_0098_5_sentence_1_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_5.npy
447,05_DR-100_0098_5_sentence_2_ns,../muse_features/muse_audio_features\05_DR-100_0098_5_sentence_2_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_5.npy
448,05_DR-100_0098_5_sentence_3_ns,../muse_features/muse_audio_features\05_DR-100_0098_5_sentence_3_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_5.npy
449,05_DR-100_0098_5_sentence_4_ns,../muse_features/muse_audio_features\05_DR-100_0098_5_sentence_4_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_5.npy
450,05_DR-100_0098_5_sentence_5_ns,../muse_features/muse_audio_features\05_DR-100_0098_5_sentence_5_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_5.npy
451,05_DR-100_0098_5_sentence_6_ns,../muse_features/muse_audio_features\05_DR-100_0098_5_sentence_6_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_5.npy
452,05_DR-100_0098_5_sentence_7_ns,../muse_features/muse_audio_features\05_DR-100_0098_5_sentence_7_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_5.npy
453,05_DR-100_0098_5_sentence_8_ns,../muse_features/muse_audio_features\05_DR-100_0098_5_sentence_8_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_5.npy
454,05_DR-100_0098_5_sentence_9_ns,../muse_features/muse_audio_features\05_DR-100_0098_5_sentence_9_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_5.npy
455,05_DR-100_0098_7_sentence_1_ns,../muse_features/muse_audio_features\05_DR-100_0098_7_sentence_1_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_7.npy
456,05_DR-100_0098_7_sentence_2_ns,../muse_features/muse_audio_features\05_DR-100_0098_7_sentence_2_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_7.npy
457,05_DR-100_0098_7_sentence_3_ns,../muse_features/muse_audio_features\05_DR-100_0098_7_sentence_3_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_7.npy
458,05_DR-100_0098_7_sentence_4_ns,../muse_features/muse_audio_features\05_DR-100_0098_7_sentence_4_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_7.npy
459,05_DR-100_0098_7_sentence_5_ns,../muse_features/muse_audio_features\05_DR-100_0098_7_sentence_5_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_7.npy
460,05_DR-100_0098_7_sentence_6_ns,../muse_features/muse_audio_features\05_DR-100_0098_7_sentence_6_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_7.npy
461,05_DR-100_0098_7_sentence_7_ns,../muse_features/muse_audio_features\05_DR-100_0098_7_sentence_7_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_7.npy
462,05_DR-100_0098_7_sentence_8_ns,../muse_features/muse_audio_features\05_DR-100_0098_7_sentence_8_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_7.npy
463,05_DR-100_0098_9_sentence_1_ns,../muse_features/muse_audio_features\05_DR-100_0098_9_sentence_1_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_9.npy
464,05_DR-100_0098_9_sentence_2_ns,../muse_features/muse_audio_features\05_DR-100_0098_9_sentence_2_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_9.npy
465,05_DR-100_0098_9_sentence_3_ns,../muse_features/muse_audio_features\05_DR-100_0098_9_sentence_3_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_9.npy
466,05_DR-100_0098_9_sentence_4_ns,../muse_features/muse_audio_features\05_DR-100_0098_9_sentence_4_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_9.npy
467,05_DR-100_0098_9_sentence_5_ns,../muse_features/muse_audio_features\05_DR-100_0098_9_sentence_5_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_9.npy
468,05_DR-100_0098_9_sentence_6_ns,../muse_features/muse_audio_features\05_DR-100_0098_9_sentence_6_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_9.npy
469,05_DR-100_0098_9_sentence_7_ns,../muse_features/muse_audio_features\05_DR-100_0098_9_sentence_7_ns.npy,../muse_features/muse_lexical_features\05_DR-100_0098_9.npy
470,06_DR-100_0073_1_sentence_1,../muse_features/muse_audio_features\06_DR-100_0073_1_sentence_1.npy,../muse_features/muse_lexical_features\06_DR-100_0073_1.npy
471,06_DR-100_0073_1_sentence_2,../muse_features/muse_audio_features\06_DR-100_0073_1_sentence_2.npy,../muse_features/muse_lexical_features\06_DR-100_0073_1.npy
472,06_DR-100_0073_1_sentence_3,../muse_features/muse_audio_features\06_DR-100_0073_1_sentence_3.npy,../muse_features/muse_lexical_features\06_DR-100_0073_1.npy
473,06_DR-100_0073_1_sentence_4,../muse_features/muse_audio_features\06_DR-100_0073_1_sentence_4.npy,../muse_features/muse_lexical_features\06_DR-100_0073_1.npy
474,06_DR-100_0073_1_sentence_5,../muse_features/muse_audio_features\06_DR-100_0073_1_sentence_5.npy,../muse_features/muse_lexical_features\06_DR-100_0073_1.npy
475,06_DR-100_0073_1_sentence_6,../muse_features/muse_audio_features\06_DR-100_0073_1_sentence_6.npy,../muse_features/muse_lexical_features\06_DR-100_0073_1.npy
476,06_DR-100_0073_3_sentence_1,../muse_features/muse_audio_features\06_DR-100_0073_3_sentence_1.npy,../muse_features/muse_lexical_features\06_DR-100_0073_3.npy
477,06_DR-100_0073_3_sentence_2,../muse_features/muse_audio_features\06_DR-100_0073_3_sentence_2.npy,../muse_features/muse_lexical_features\06_DR-100_0073_3.npy
478,06_DR-100_0073_3_sentence_3,../muse_features/muse_audio_features\06_DR-100_0073_3_sentence_3.npy,../muse_features/muse_lexical_features\06_DR-100_0073_3.npy
479,06_DR-100_0073_3_sentence_4,../muse_features/muse_audio_features\06_DR-100_0073_3_sentence_4.npy,../muse_features/muse_lexical_features\06_DR-100_0073_3.npy
480,06_DR-100_0073_3_sentence_5,../muse_features/muse_audio_features\06_DR-100_0073_3_sentence_5.npy,../muse_features/muse_lexical_features\06_DR-100_0073_3.npy
481,06_DR-100_0073_3_sentence_6,../muse_features/muse_audio_features\06_DR-100_0073_3_sentence_6.npy,../muse_features/muse_lexical_features\06_DR-100_0073_3.npy
482,06_DR-100_0073_3_sentence_7,../muse_features/muse_audio_features\06_DR-100_0073_3_sentence_7.npy,../muse_features/muse_lexical_features\06_DR-100_0073_3.npy
483,06_DR-100_0073_5_sentence_1,../muse_features/muse_audio_features\06_DR-100_0073_5_sentence_1.npy,../muse_features/muse_lexical_features\06_DR-100_0073_5.npy
484,06_DR-100_0073_5_sentence_2,../muse_features/muse_audio_features\06_DR-100_0073_5_sentence_2.npy,../muse_features/muse_lexical_features\06_DR-100_0073_5.npy
485,06_DR-100_0073_5_sentence_3,../muse_features/muse_audio_features\06_DR-100_0073_5_sentence_3.npy,../muse_features/muse_lexical_features\06_DR-100_0073_5.npy
486,06_DR-100_0073_5_sentence_4,../muse_features/muse_audio_features\06_DR-100_0073_5_sentence_4.npy,../muse_features/muse_lexical_features\06_DR-100_0073_5.npy
487,06_DR-100_0073_5_sentence_5,../muse_features/muse_audio_features\06_DR-100_0073_5_sentence_5.npy,../muse_features/muse_lexical_features\06_DR-100_0073_5.npy
488,06_DR-100_0073_5_sentence_6,../muse_features/muse_audio_features\06_DR-100_0073_5_sentence_6.npy,../muse_features/muse_lexical_features\06_DR-100_0073_5.npy
489,06_DR-100_0073_5_sentence_7,../muse_features/muse_audio_features\06_DR-100_0073_5_sentence_7.npy,../muse_features/muse_lexical_features\06_DR-100_0073_5.npy
490,06_DR-100_0073_7_sentence_1,../muse_features/muse_audio_features\06_DR-100_0073_7_sentence_1.npy,../muse_features/muse_lexical_features\06_DR-100_0073_7.npy
491,06_DR-100_0073_7_sentence_2,../muse_features/muse_audio_features\06_DR-100_0073_7_sentence_2.npy,../muse_features/muse_lexical_features\06_DR-100_0073_7.npy
492,06_DR-100_0073_7_sentence_3,../muse_features/muse_audio_features\06_DR-100_0073_7_sentence_3.npy,../muse_features/muse_lexical_features\06_DR-100_0073_7.npy
493,06_DR-100_0073_7_sentence_4,../muse_features/muse_audio_features\06_DR-100_0073_7_sentence_4.npy,../muse_features/muse_lexical_features\06_DR-100_0073_7.npy
494,06_DR-100_0073_7_sentence_5,../muse_features/muse_audio_features\06_DR-100_0073_7_sentence_5.npy,../muse_features/muse_lexical_features\06_DR-100_0073_7.npy
495,06_DR-100_0073_7_sentence_6,../muse_features/muse_audio_features\06_DR-100_0073_7_sentence_6.npy,../muse_features/muse_lexical_features\06_DR-100_0073_7.npy
496,06_DR-100_0073_7_sentence_7,../muse_features/muse_audio_features\06_DR-100_0073_7_sentence_7.npy,../muse_features/muse_lexical_features\06_DR-100_0073_7.npy
497,06_DR-100_0073_7_sentence_8,../muse_features/muse_audio_features\06_DR-100_0073_7_sentence_8.npy,../muse_features/muse_lexical_features\06_DR-100_0073_7.npy
498,06_DR-100_0073_7_sentence_9,../muse_features/muse_audio_features\06_DR-100_0073_7_sentence_9.npy,../muse_features/muse_lexical_features\06_DR-100_0073_7.npy
499,06_DR-100_0073_9_sentence_1,../muse_features/muse_audio_features\06_DR-100_0073_9_sentence_1.npy,../muse_features/muse_lexical_features\06_DR-100_0073_9.npy
500,06_DR-100_0073_9_sentence_2,../muse_features/muse_audio_features\06_DR-100_0073_9_sentence_2.npy,../muse_features/muse_lexical_features\06_DR-100_0073_9.npy
501,06_DR-100_0073_9_sentence_3,../muse_features/muse_audio_features\06_DR-100_0073_9_sentence_3.npy,../muse_features/muse_lexical_features\06_DR-100_0073_9.npy
502,06_DR-100_0073_9_sentence_4,../muse_features/muse_audio_features\06_DR-100_0073_9_sentence_4.npy,../muse_features/muse_lexical_features\06_DR-100_0073_9.npy
503,06_DR-100_0073_9_sentence_5,../muse_features/muse_audio_features\06_DR-100_0073_9_sentence_5.npy,../muse_features/muse_lexical_features\06_DR-100_0073_9.npy
504,06_DR-100_0073_9_sentence_6,../muse_features/muse_audio_features\06_DR-100_0073_9_sentence_6.npy,../muse_features/muse_lexical_features\06_DR-100_0073_9.npy
505,06_DR-100_0073_9_sentence_7,../muse_features/muse_audio_features\06_DR-100_0073_9_sentence_7.npy,../muse_features/muse_lexical_features\06_DR-100_0073_9.npy
506,06_DR-100_0073_9_sentence_8,../muse_features/muse_audio_features\06_DR-100_0073_9_sentence_8.npy,../muse_features/muse_lexical_features\06_DR-100_0073_9.npy
507,06_DR-100_0093_1_sentence_10_ns,../muse_features/muse_audio_features\06_DR-100_0093_1_sentence_10_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_1.npy
508,06_DR-100_0093_1_sentence_11_ns,../muse_features/muse_audio_features\06_DR-100_0093_1_sentence_11_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_1.npy
509,06_DR-100_0093_1_sentence_1_ns,../muse_features/muse_audio_features\06_DR-100_0093_1_sentence_1_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_1.npy
510,06_DR-100_0093_1_sentence_2_ns,../muse_features/muse_audio_features\06_DR-100_0093_1_sentence_2_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_1.npy
511,06_DR-100_0093_1_sentence_3_ns,../muse_features/muse_audio_features\06_DR-100_0093_1_sentence_3_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_1.npy
512,06_DR-100_0093_1_sentence_4_ns,../muse_features/muse_audio_features\06_DR-100_0093_1_sentence_4_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_1.npy
513,06_DR-100_0093_1_sentence_5_ns,../muse_features/muse_audio_features\06_DR-100_0093_1_sentence_5_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_1.npy
514,06_DR-100_0093_1_sentence_6_ns,../muse_features/muse_audio_features\06_DR-100_0093_1_sentence_6_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_1.npy
515,06_DR-100_0093_1_sentence_7_ns,../muse_features/muse_audio_features\06_DR-100_0093_1_sentence_7_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_1.npy
516,06_DR-100_0093_1_sentence_8_ns,../muse_features/muse_audio_features\06_DR-100_0093_1_sentence_8_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_1.npy
517,06_DR-100_0093_1_sentence_9_ns,../muse_features/muse_audio_features\06_DR-100_0093_1_sentence_9_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_1.npy
518,06_DR-100_0093_3_sentence_1_ns,../muse_features/muse_audio_features\06_DR-100_0093_3_sentence_1_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_3.npy
519,06_DR-100_0093_3_sentence_2_ns,../muse_features/muse_audio_features\06_DR-100_0093_3_sentence_2_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_3.npy
520,06_DR-100_0093_3_sentence_3_ns,../muse_features/muse_audio_features\06_DR-100_0093_3_sentence_3_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_3.npy
521,06_DR-100_0093_3_sentence_4_ns,../muse_features/muse_audio_features\06_DR-100_0093_3_sentence_4_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_3.npy
522,06_DR-100_0093_3_sentence_5_ns,../muse_features/muse_audio_features\06_DR-100_0093_3_sentence_5_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_3.npy
523,06_DR-100_0093_3_sentence_6_ns,../muse_features/muse_audio_features\06_DR-100_0093_3_sentence_6_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_3.npy
524,06_DR-100_0093_3_sentence_7_ns,../muse_features/muse_audio_features\06_DR-100_0093_3_sentence_7_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_3.npy
525,06_DR-100_0093_3_sentence_8_ns,../muse_features/muse_audio_features\06_DR-100_0093_3_sentence_8_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_3.npy
526,06_DR-100_0093_5_sentence_1_ns,../muse_features/muse_audio_features\06_DR-100_0093_5_sentence_1_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_5.npy
527,06_DR-100_0093_5_sentence_2_ns,../muse_features/muse_audio_features\06_DR-100_0093_5_sentence_2_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_5.npy
528,06_DR-100_0093_5_sentence_3_ns,../muse_features/muse_audio_features\06_DR-100_0093_5_sentence_3_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_5.npy
529,06_DR-100_0093_5_sentence_4_ns,../muse_features/muse_audio_features\06_DR-100_0093_5_sentence_4_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_5.npy
530,06_DR-100_0093_5_sentence_5_ns,../muse_features/muse_audio_features\06_DR-100_0093_5_sentence_5_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_5.npy
531,06_DR-100_0093_5_sentence_6_ns,../muse_features/muse_audio_features\06_DR-100_0093_5_sentence_6_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_5.npy
532,06_DR-100_0093_5_sentence_7_ns,../muse_features/muse_audio_features\06_DR-100_0093_5_sentence_7_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_5.npy
533,06_DR-100_0093_5_sentence_8_ns,../muse_features/muse_audio_features\06_DR-100_0093_5_sentence_8_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_5.npy
534,06_DR-100_0093_7_sentence_1_ns,../muse_features/muse_audio_features\06_DR-100_0093_7_sentence_1_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_7.npy
535,06_DR-100_0093_7_sentence_2_ns,../muse_features/muse_audio_features\06_DR-100_0093_7_sentence_2_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_7.npy
536,06_DR-100_0093_7_sentence_3_ns,../muse_features/muse_audio_features\06_DR-100_0093_7_sentence_3_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_7.npy
537,06_DR-100_0093_7_sentence_4_ns,../muse_features/muse_audio_features\06_DR-100_0093_7_sentence_4_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_7.npy
538,06_DR-100_0093_7_sentence_5_ns,../muse_features/muse_audio_features\06_DR-100_0093_7_sentence_5_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_7.npy
539,06_DR-100_0093_9_sentence_1_ns,../muse_features/muse_audio_features\06_DR-100_0093_9_sentence_1_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_9.npy
540,06_DR-100_0093_9_sentence_2_ns,../muse_features/muse_audio_features\06_DR-100_0093_9_sentence_2_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_9.npy
541,06_DR-100_0093_9_sentence_3_ns,../muse_features/muse_audio_features\06_DR-100_0093_9_sentence_3_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_9.npy
542,06_DR-100_0093_9_sentence_4_ns,../muse_features/muse_audio_features\06_DR-100_0093_9_sentence_4_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_9.npy
543,06_DR-100_0093_9_sentence_5_ns,../muse_features/muse_audio_features\06_DR-100_0093_9_sentence_5_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_9.npy
544,06_DR-100_0093_9_sentence_6_ns,../muse_features/muse_audio_features\06_DR-100_0093_9_sentence_6_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_9.npy
545,06_DR-100_0093_9_sentence_7_ns,../muse_features/muse_audio_features\06_DR-100_0093_9_sentence_7_ns.npy,../muse_features/muse_lexical_features\06_DR-100_0093_9.npy
546,07_DR-100_0076_1_sentence_1,../muse_features/muse_audio_features\07_DR-100_0076_1_sentence_1.npy,../muse_features/muse_lexical_features\07_DR-100_0076_1.npy
547,07_DR-100_0076_1_sentence_2,../muse_features/muse_audio_features\07_DR-100_0076_1_sentence_2.npy,../muse_features/muse_lexical_features\07_DR-100_0076_1.npy
548,07_DR-100_0076_1_sentence_3,../muse_features/muse_audio_features\07_DR-100_0076_1_sentence_3.npy,../muse_features/muse_lexical_features\07_DR-100_0076_1.npy
549,07_DR-100_0076_1_sentence_4,../muse_features/muse_audio_features\07_DR-100_0076_1_sentence_4.npy,../muse_features/muse_lexical_features\07_DR-100_0076_1.npy
550,07_DR-100_0076_1_sentence_5,../muse_features/muse_audio_features\07_DR-100_0076_1_sentence_5.npy,../muse_features/muse_lexical_features\07_DR-100_0076_1.npy
551,07_DR-100_0076_1_sentence_6,../muse_features/muse_audio_features\07_DR-100_0076_1_sentence_6.npy,../muse_features/muse_lexical_features\07_DR-100_0076_1.npy
552,07_DR-100_0076_1_sentence_7,../muse_features/muse_audio_features\07_DR-100_0076_1_sentence_7.npy,../muse_features/muse_lexical_features\07_DR-100_0076_1.npy
553,07_DR-100_0076_1_sentence_8,../muse_features/muse_audio_features\07_DR-100_0076_1_sentence_8.npy,../muse_features/muse_lexical_features\07_DR-100_0076_1.npy
554,07_DR-100_0076_1_sentence_9,../muse_features/muse_audio_features\07_DR-100_0076_1_sentence_9.npy,../muse_features/muse_lexical_features\07_DR-100_0076_1.npy
555,07_DR-100_0076_3_sentence_1,../muse_features/muse_audio_features\07_DR-100_0076_3_sentence_1.npy,../muse_features/muse_lexical_features\07_DR-100_0076_3.npy
556,07_DR-100_0076_3_sentence_2,../muse_features/muse_audio_features\07_DR-100_0076_3_sentence_2.npy,../muse_features/muse_lexical_features\07_DR-100_0076_3.npy
557,07_DR-100_0076_3_sentence_3,../muse_features/muse_audio_features\07_DR-100_0076_3_sentence_3.npy,../muse_features/muse_lexical_features\07_DR-100_0076_3.npy
558,07_DR-100_0076_3_sentence_4,../muse_features/muse_audio_features\07_DR-100_0076_3_sentence_4.npy,../muse_features/muse_lexical_features\07_DR-100_0076_3.npy
559,07_DR-100_0076_3_sentence_5,../muse_features/muse_audio_features\07_DR-100_0076_3_sentence_5.npy,../muse_features/muse_lexical_features\07_DR-100_0076_3.npy
560,07_DR-100_0076_3_sentence_6,../muse_features/muse_audio_features\07_DR-100_0076_3_sentence_6.npy,../muse_features/muse_lexical_features\07_DR-100_0076_3.npy
561,07_DR-100_0076_3_sentence_7,../muse_features/muse_audio_features\07_DR-100_0076_3_sentence_7.npy,../muse_features/muse_lexical_features\07_DR-100_0076_3.npy
562,07_DR-100_0076_3_sentence_8,../muse_features/muse_audio_features\07_DR-100_0076_3_sentence_8.npy,../muse_features/muse_lexical_features\07_DR-100_0076_3.npy
563,07_DR-100_0076_5_sentence_1,../muse_features/muse_audio_features\07_DR-100_0076_5_sentence_1.npy,../muse_features/muse_lexical_features\07_DR-100_0076_5.npy
564,07_DR-100_0076_5_sentence_2,../muse_features/muse_audio_features\07_DR-100_0076_5_sentence_2.npy,../muse_features/muse_lexical_features\07_DR-100_0076_5.npy
565,07_DR-100_0076_5_sentence_3,../muse_features/muse_audio_features\07_DR-100_0076_5_sentence_3.npy,../muse_features/muse_lexical_features\07_DR-100_0076_5.npy
566,07_DR-100_0076_5_sentence_4,../muse_features/muse_audio_features\07_DR-100_0076_5_sentence_4.npy,../muse_features/muse_lexical_features\07_DR-100_0076_5.npy
567,07_DR-100_0076_5_sentence_5,../muse_features/muse_audio_features\07_DR-100_0076_5_sentence_5.npy,../muse_features/muse_lexical_features\07_DR-100_0076_5.npy
568,07_DR-100_0076_5_sentence_6,../muse_features/muse_audio_features\07_DR-100_0076_5_sentence_6.npy,../muse_features/muse_lexical_features\07_DR-100_0076_5.npy
569,07_DR-100_0076_5_sentence_7,../muse_features/muse_audio_features\07_DR-100_0076_5_sentence_7.npy,../muse_features/muse_lexical_features\07_DR-100_0076_5.npy
570,07_DR-100_0076_5_sentence_8,../muse_features/muse_audio_features\07_DR-100_0076_5_sentence_8.npy,../muse_features/muse_lexical_features\07_DR-100_0076_5.npy
571,07_DR-100_0076_5_sentence_9,../muse_features/muse_audio_features\07_DR-100_0076_5_sentence_9.npy,../muse_features/muse_lexical_features\07_DR-100_0076_5.npy
572,07_DR-100_0076_7_sentence_1,../muse_features/muse_audio_features\07_DR-100_0076_7_sentence_1.npy,../muse_features/muse_lexical_features\07_DR-100_0076_7.npy
573,07_DR-100_0076_7_sentence_10,../muse_features/muse_audio_features\07_DR-100_0076_7_sentence_10.npy,../muse_features/muse_lexical_features\07_DR-100_0076_7.npy
574,07_DR-100_0076_7_sentence_11,../muse_features/muse_audio_features\07_DR-100_0076_7_sentence_11.npy,../muse_features/muse_lexical_features\07_DR-100_0076_7.npy
575,07_DR-100_0076_7_sentence_12,../muse_features/muse_audio_features\07_DR-100_0076_7_sentence_12.npy,../muse_features/muse_lexical_features\07_DR-100_0076_7.npy
576,07_DR-100_0076_7_sentence_2,../muse_features/muse_audio_features\07_DR-100_0076_7_sentence_2.npy,../muse_features/muse_lexical_features\07_DR-100_0076_7.npy
577,07_DR-100_0076_7_sentence_3,../muse_features/muse_audio_features\07_DR-100_0076_7_sentence_3.npy,../muse_features/muse_lexical_features\07_DR-100_0076_7.npy
578,07_DR-100_0076_7_sentence_4,../muse_features/muse_audio_features\07_DR-100_0076_7_sentence_4.npy,../muse_features/muse_lexical_features\07_DR-100_0076_7.npy
579,07_DR-100_0076_7_sentence_5,../muse_features/muse_audio_features\07_DR-100_0076_7_sentence_5.npy,../muse_features/muse_lexical_features\07_DR-100_0076_7.npy
