file_name_list,audio_features,lexical_features,Activation_Mean,Activation_SD,Valence_Mean,Valence_SD,Activation_Annotation,Valence_Annotation,C_Activation_Mean,C_Activation_SD,C_Valence_Mean,C_Valence_SD,C_Activation_Annotation,C_Valence_Annotation,S_Activation,S_Valence
04_DR-100_0075_5_sentence_1,../muse_features/muse_audio_features\04_DR-100_0075_5_sentence_1.npy,../muse_features/muse_lexical_features\04_DR-100_0075_5.npy,3.75,2.05287255,6,1.19522861,2;6;6;4;2;3;6;1,6;6;4;7;6;5;8;6,3.75,1.75254916,5.375,0.51754917,6;2;4;5;2;3;6;2,5;6;5;5;6;5;6;5,4,7
04_DR-100_0075_5_sentence_2,../muse_features/muse_audio_features\04_DR-100_0075_5_sentence_2.npy,../muse_features/muse_lexical_features\04_DR-100_0075_5.npy,4.375,0.91612538,6.75,0.70710678,4;5;4;4;3;5;6;4,7;6;7;8;7;7;6;6,3.625,1.92260983,6,0.53452248,6;1;4;5;2;3;6;2,6;6;6;6;6;7;6;5,4,7
04_DR-100_0075_5_sentence_3,../muse_features/muse_audio_features\04_DR-100_0075_5_sentence_3.npy,../muse_features/muse_lexical_features\04_DR-100_0075_5.npy,2.875,0.99103121,5.375,0.91612538,3;3;3;2;5;2;3;2,5;5;5;5;6;7;4;6,3.625,1.76776695,5.75,0.88640526,6;2;3;5;2;3;6;2,5;5;5;6;6;7;7;5,4,7
04_DR-100_0075_5_sentence_4,../muse_features/muse_audio_features\04_DR-100_0075_5_sentence_4.npy,../muse_features/muse_lexical_features\04_DR-100_0075_5.npy,3.75,1.66904592,3.75,1.83225076,2;5;2;5;6;2;3;5,3;3;4;2;6;3;7;2,3.875,1.95940953,4.375,1.68501802,6;2;4;5;2;3;7;2,3;3;4;6;6;3;7;3,4,7
04_DR-100_0075_5_sentence_5,../muse_features/muse_audio_features\04_DR-100_0075_5_sentence_5.npy,../muse_features/muse_lexical_features\04_DR-100_0075_5.npy,5.33333333,1.6583124,5.77777778,1.92209377,7;7;6;5;7;3;4;3;6,7;3;7;4;3;7;6;7;8,4.25,2.05287255,5.875,0.99103121,6;2;4;5;2;6;7;2,6;5;6;6;6;7;7;4,4,7
04_DR-100_0075_5_sentence_6,../muse_features/muse_audio_features\04_DR-100_0075_5_sentence_6.npy,../muse_features/muse_lexical_features\04_DR-100_0075_5.npy,3.125,1.80772153,5.375,1.30247018,2;1;3;2;3;7;4;3,6;5;4;6;6;3;6;7,3.625,1.76776695,5.875,0.99103121,6;2;3;5;2;3;6;2,7;4;6;5;6;6;7;6,4,7
04_DR-100_0075_5_sentence_7,../muse_features/muse_audio_features\04_DR-100_0075_5_sentence_7.npy,../muse_features/muse_lexical_features\04_DR-100_0075_5.npy,3.875,1.7268882,6.125,1.12599163,5;5;3;4;3;7;2;2,7;7;5;7;6;4;6;7,3.75,1.28173989,6.375,0.51754917,5;3;4;5;2;4;5;2,6;7;6;6;6;7;7;6,4,7
04_DR-100_0075_5_sentence_8,../muse_features/muse_audio_features\04_DR-100_0075_5_sentence_8.npy,../muse_features/muse_lexical_features\04_DR-100_0075_5.npy,4.625,1.84681192,6.125,0.99103121,7;7;5;5;2;3;3;5,4;6;7;7;6;7;6;6,4,1.51185789,7,1.06904497,6;3;5;5;2;4;5;2,8;7;7;6;6;9;7;6,4,7
04_DR-100_0075_7_sentence_1,../muse_features/muse_audio_features\04_DR-100_0075_7_sentence_1.npy,../muse_features/muse_lexical_features\04_DR-100_0075_7.npy,3.66666667,1.73205081,5.33333333,0.5,2;2;7;2;3;5;3;4;5,5;6;5;5;5;5;6;6;5,3.25,1.66904592,5.75,0.70710678,2;5;2;2;4;5;1;5,6;6;5;5;6;6;5;7,5,7
04_DR-100_0075_7_sentence_2,../muse_features/muse_audio_features\04_DR-100_0075_7_sentence_2.npy,../muse_features/muse_lexical_features\04_DR-100_0075_7.npy,5,1.77281052,5.375,0.91612538,6;6;1;6;5;6;6;4,5;5;5;5;7;6;4;6,3.125,1.64208056,5.875,0.99103121,2;5;2;2;3;5;1;5,7;6;5;5;7;5;5;7,5,7
04_DR-100_0075_7_sentence_3,../muse_features/muse_audio_features\04_DR-100_0075_7_sentence_3.npy,../muse_features/muse_lexical_features\04_DR-100_0075_7.npy,3.5,1.69030851,5.25,0.70710678,2;5;5;5;1;2;3;5,5;5;6;4;5;6;6;5,3.625,1.84681192,6.125,0.83452296,2;5;2;2;4;6;2;6,7;7;5;5;6;6;6;7,5,7
04_DR-100_0075_7_sentence_4,../muse_features/muse_audio_features\04_DR-100_0075_7_sentence_4.npy,../muse_features/muse_lexical_features\04_DR-100_0075_7.npy,3.875,1.7268882,5.5,0.9258201,6;3;3;6;3;1;4;5,4;7;5;6;6;6;5;5,3.25,2.12132034,5.875,0.99103121,2;5;1;2;3;6;1;6,7;5;5;5;7;6;5;7,5,7
04_DR-100_0075_7_sentence_5,../muse_features/muse_audio_features\04_DR-100_0075_7_sentence_5.npy,../muse_features/muse_lexical_features\04_DR-100_0075_7.npy,4.125,1.80772153,4.875,1.12599163,6;2;5;2;6;6;3;3,6;6;3;4;6;4;5;5,3.75,1.90862703,5.875,0.83452296,2;5;2;2;5;6;2;6,7;5;5;5;6;6;6;7,5,7
04_DR-100_0075_7_sentence_6,../muse_features/muse_audio_features\04_DR-100_0075_7_sentence_6.npy,../muse_features/muse_lexical_features\04_DR-100_0075_7.npy,4.375,1.50594062,5.75,0.88640526,5;2;3;5;6;3;6;5,6;6;6;6;5;6;7;4,3.875,1.64208056,6.125,1.35620268,2;5;3;2;4;6;3;6,7;5;5;5;8;5;6;8,5,7
04_DR-100_0075_7_sentence_7,../muse_features/muse_audio_features\04_DR-100_0075_7_sentence_7.npy,../muse_features/muse_lexical_features\04_DR-100_0075_7.npy,4.5,1.92724822,4.5,1.06904497,2;6;2;7;5;6;3;5,7;4;4;4;4;4;5;4,4.125,2.10017006,5.125,1.12599163,2;6;2;2;5;6;3;7,6;4;5;5;6;4;4;7,5,7
04_DR-100_0075_7_sentence_8,../muse_features/muse_audio_features\04_DR-100_0075_7_sentence_8.npy,../muse_features/muse_lexical_features\04_DR-100_0075_7.npy,4.5,1.60356745,5.5,0.75592895,2;6;3;5;6;3;6;5,6;6;6;4;5;6;5;6,3.625,2.19983766,5.75,1.28173989,2;5;1;2;4;6;2;7,7;6;5;5;6;5;4;8,5,7
04_DR-100_0075_7_sentence_9,../muse_features/muse_audio_features\04_DR-100_0075_7_sentence_9.npy,../muse_features/muse_lexical_features\04_DR-100_0075_7.npy,3.5,1.92724822,4.875,1.55264751,5;2;7;2;5;3;2;2,4;7;7;4;4;6;3;4,3.75,1.83225076,5,1.77281052,2;5;2;2;4;5;3;7,7;3;4;5;7;4;3;7,5,7
04_DR-100_0075_9_sentence_1,../muse_features/muse_audio_features\04_DR-100_0075_9_sentence_1.npy,../muse_features/muse_lexical_features\04_DR-100_0075_9.npy,3.375,0.91612538,6.125,0.64086994,3;3;4;5;3;3;2;4,6;5;7;6;6;6;6;7,4,1.51185789,5.5,0.9258201,2;4;6;2;5;3;5;5,5;5;7;6;6;6;5;4,5,7
04_DR-100_0075_9_sentence_2,../muse_features/muse_audio_features\04_DR-100_0075_9_sentence_2.npy,../muse_features/muse_lexical_features\04_DR-100_0075_9.npy,4,1.8516402,5.5,1.06904497,6;3;3;7;2;5;2;4,7;4;6;6;6;4;5;6,3.875,1.45773797,6.125,1.64208056,4;2;5;2;6;3;4;5,6;9;7;7;6;6;4;4,5,7
04_DR-100_0075_9_sentence_3,../muse_features/muse_audio_features\04_DR-100_0075_9_sentence_3.npy,../muse_features/muse_lexical_features\04_DR-100_0075_9.npy,5,1.41421356,4.875,0.83452296,5;5;5;3;3;7;6;6,5;4;6;5;5;4;6;4,4.375,1.50594062,5.5,1.06904497,3;5;6;2;5;3;6;5,5;5;7;7;5;6;5;4,5,7
04_DR-100_0075_9_sentence_4,../muse_features/muse_audio_features\04_DR-100_0075_9_sentence_4.npy,../muse_features/muse_lexical_features\04_DR-100_0075_9.npy,3.375,1.40788595,5.625,0.74402381,3;4;5;1;3;2;5;4,5;7;6;5;5;6;5;6,4.5,1.77281052,6,0.53452248,4;3;6;2;6;3;7;5,6;6;7;6;6;6;5;6,5,7
04_DR-100_0075_9_sentence_5,../muse_features/muse_audio_features\04_DR-100_0075_9_sentence_5.npy,../muse_features/muse_lexical_features\04_DR-100_0075_9.npy,4.875,1.24642345,5.75,1.66904592,5;2;5;5;5;6;5;6,4;5;4;6;6;9;5;7,5,1.8516402,5.5,1.06904497,4;7;6;2;6;3;7;5,4;5;7;6;6;6;4;6,5,7
04_DR-100_0075_9_sentence_6,../muse_features/muse_audio_features\04_DR-100_0075_9_sentence_6.npy,../muse_features/muse_lexical_features\04_DR-100_0075_9.npy,4.125,2.23207143,4.125,0.83452296,1;4;7;4;1;4;6;6,4;3;5;4;5;3;5;4,5,1.8516402,4.625,1.84681192,5;5;6;2;6;3;8;5,4;1;7;6;4;6;5;4,5,7
04_DR-100_0075_9_sentence_7,../muse_features/muse_audio_features\04_DR-100_0075_9_sentence_7.npy,../muse_features/muse_lexical_features\04_DR-100_0075_9.npy,4.75,0.88640526,6.625,0.74402381,6;4;5;5;5;5;3;5,7;7;7;7;7;7;6;5,4.75,2.12132034,6.25,0.70710678,4;3;7;2;6;3;8;5,6;6;8;6;6;6;6;6,5,7
04_DR-100_0075_9_sentence_8,../muse_features/muse_audio_features\04_DR-100_0075_9_sentence_8.npy,../muse_features/muse_lexical_features\04_DR-100_0075_9.npy,4.5,1.92724822,5.5,1.06904497,4;6;3;4;7;2;3;7,7;6;5;5;5;7;5;4,4.875,2.23207143,6.125,0.83452296,3;4;7;2;7;3;8;5,6;5;8;6;6;6;6;6,5,7
05_DR-100_0072_1_sentence_1,../muse_features/muse_audio_features\05_DR-100_0072_1_sentence_1.npy,../muse_features/muse_lexical_features\05_DR-100_0072_1.npy,4,1.60356745,5.75,0.88640526,5;3;4;2;6;6;4;2,7;5;6;6;6;4;6;6,3.375,1.92260983,6.625,1.50594062,4;6;1;6;2;4;2;2,8;8;5;6;6;9;6;5,7,4
05_DR-100_0072_1_sentence_10,../muse_features/muse_audio_features\05_DR-100_0072_1_sentence_10.npy,../muse_features/muse_lexical_features\05_DR-100_0072_1.npy,2.125,1.80772153,5.125,0.35355339,1;1;1;5;5;1;1;2,5;5;5;5;5;5;5;6,1.75,1.75254916,5.25,0.46291005,1;1;1;6;1;1;1;2,5;5;5;6;5;5;5;6,7,4
05_DR-100_0072_1_sentence_2,../muse_features/muse_audio_features\05_DR-100_0072_1_sentence_2.npy,../muse_features/muse_lexical_features\05_DR-100_0072_1.npy,4.75,1.58113883,7,0.75592895,6;7;3;3;5;6;5;3,7;7;6;6;8;7;8;7,3.625,1.76776695,7.125,0.99103121,5;6;2;6;2;3;3;2,7;9;7;7;6;8;7;6,7,4
05_DR-100_0072_1_sentence_3,../muse_features/muse_audio_features\05_DR-100_0072_1_sentence_3.npy,../muse_features/muse_lexical_features\05_DR-100_0072_1.npy,4,1.41421356,6.5,0.53452248,2;3;5;5;3;3;5;6,6;6;7;7;6;6;7;7,3.875,1.64208056,7.125,1.24642345,5;6;2;6;3;4;3;2,8;9;6;7;5;8;7;7,7,4
05_DR-100_0072_1_sentence_4,../muse_features/muse_audio_features\05_DR-100_0072_1_sentence_4.npy,../muse_features/muse_lexical_features\05_DR-100_0072_1.npy,4.25,2.31455025,5.875,1.88509189,6;2;3;2;6;8;5;2,7;7;5;7;5;2;8;6,3.75,1.48804762,7,1.41421356,4;6;3;6;3;3;2;3,7;9;7;7;5;9;6;6,7,4
05_DR-100_0072_1_sentence_5,../muse_features/muse_audio_features\05_DR-100_0072_1_sentence_5.npy,../muse_features/muse_lexical_features\05_DR-100_0072_1.npy,3.875,2.35660167,5,1.06904497,1;8;2;4;3;5;6;2,5;3;6;5;4;5;6;6,3.375,1.99553072,6.5,0.9258201,5;6;2;6;2;3;1;2,6;7;6;7;5;8;6;7,7,4
05_DR-100_0072_1_sentence_6,../muse_features/muse_audio_features\05_DR-100_0072_1_sentence_6.npy,../muse_features/muse_lexical_features\05_DR-100_0072_1.npy,2.5,0.75592895,5.25,0.88640526,3;3;3;3;2;1;3;2,5;5;5;6;5;4;5;7,3.75,1.75254916,6.125,0.99103121,4;6;3;6;2;5;2;2,7;7;5;7;5;6;5;7,7,4
05_DR-100_0072_1_sentence_7,../muse_features/muse_audio_features\05_DR-100_0072_1_sentence_7.npy,../muse_features/muse_lexical_features\05_DR-100_0072_1.npy,4.375,2.19983766,5.125,1.45773797,3;5;2;6;8;2;6;3,6;4;7;7;5;4;3;5,3.5,1.8516402,6.25,1.03509834,5;6;2;6;2;3;2;2,8;7;5;6;5;6;6;7,7,4
05_DR-100_0072_1_sentence_8,../muse_features/muse_audio_features\05_DR-100_0072_1_sentence_8.npy,../muse_features/muse_lexical_features\05_DR-100_0072_1.npy,4.625,1.68501802,6.625,0.51754917,4;2;3;4;7;5;6;6,6;6;6;7;7;7;7;7,4.125,2.0310096,7.25,1.48804762,6;6;2;6;3;6;2;2,9;9;6;6;6;9;6;7,7,4
05_DR-100_0072_1_sentence_9,../muse_features/muse_audio_features\05_DR-100_0072_1_sentence_9.npy,../muse_features/muse_lexical_features\05_DR-100_0072_1.npy,4.125,1.64208056,5.875,1.24642345,7;5;4;2;2;4;4;5,3;7;7;6;6;6;6;6,3.875,1.80772153,7.125,1.24642345,5;6;2;6;5;3;2;2,7;9;7;6;6;9;6;7,7,4
05_DR-100_0072_3_sentence_1,../muse_features/muse_audio_features\05_DR-100_0072_3_sentence_1.npy,../muse_features/muse_lexical_features\05_DR-100_0072_3.npy,3.875,0.99103121,4.375,1.30247018,3;4;5;5;4;2;4;4,5;3;5;4;3;6;6;3,3.75,1.66904592,4.5,1.19522861,5;3;3;2;2;7;4;4,3;4;4;7;5;4;4;5,6,6
05_DR-100_0072_3_sentence_2,../muse_features/muse_audio_features\05_DR-100_0072_3_sentence_2.npy,../muse_features/muse_lexical_features\05_DR-100_0072_3.npy,3.44444444,1.58989867,4.11111111,1.05409255,4;5;6;5;2;2;2;2;3,3;4;3;5;6;5;4;3;4,3.75,1.83225076,4.5,1.06904497,5;2;3;2;2;7;4;5,3;4;4;6;4;4;5;6,6,6
05_DR-100_0072_3_sentence_3,../muse_features/muse_audio_features\05_DR-100_0072_3_sentence_3.npy,../muse_features/muse_lexical_features\05_DR-100_0072_3.npy,3.875,1.80772153,4.125,1.24642345,4;7;2;4;2;6;3;3,3;6;4;3;6;4;3;4,3.875,1.7268882,4.25,1.28173989,5;3;3;2;2;7;4;5,3;3;4;7;4;4;5;4,6,6
05_DR-100_0072_3_sentence_4,../muse_features/muse_audio_features\05_DR-100_0072_3_sentence_4.npy,../muse_features/muse_lexical_features\05_DR-100_0072_3.npy,3.25,1.48804762,6.375,0.74402381,2;5;2;5;5;3;2;2,6;6;6;7;6;8;6;6,3.625,1.40788595,6.375,1.06066017,4;2;3;3;2;6;4;5,8;6;7;7;6;5;5;7,6,6
05_DR-100_0072_3_sentence_5,../muse_features/muse_audio_features\05_DR-100_0072_3_sentence_5.npy,../muse_features/muse_lexical_features\05_DR-100_0072_3.npy,3.5,2.07019668,5.75,1.28173989,3;2;4;6;7;3;1;2,6;7;5;7;3;6;6;6,3.625,1.59798981,6,1.77281052,5;2;3;2;2;6;4;5,9;7;7;7;5;4;4;5,6,6
05_DR-100_0072_3_sentence_6,../muse_features/muse_audio_features\05_DR-100_0072_3_sentence_6.npy,../muse_features/muse_lexical_features\05_DR-100_0072_3.npy,3.875,1.88509189,6.625,0.74402381,4;2;2;2;6;6;3;6,6;6;7;6;8;7;6;7,3.875,1.55264751,5.75,1.66904592,5;2;3;3;2;6;5;5,8;6;7;7;6;3;4;5,6,6
05_DR-100_0072_3_sentence_7,../muse_features/muse_audio_features\05_DR-100_0072_3_sentence_7.npy,../muse_features/muse_lexical_features\05_DR-100_0072_3.npy,4.125,1.55264751,5.125,1.24642345,5;6;3;5;3;2;3;6,6;6;7;4;4;6;4;4,4,2.20389266,5.625,1.40788595,4;2;3;2;2;8;5;6,7;6;6;7;6;3;4;6,6,6
05_DR-100_0072_3_sentence_8,../muse_features/muse_audio_features\05_DR-100_0072_3_sentence_8.npy,../muse_features/muse_lexical_features\05_DR-100_0072_3.npy,4.125,1.7268882,6.25,1.16496475,6;3;2;4;3;3;5;7,6;6;6;6;6;6;5;9,3.875,1.88509189,6.25,1.66904592,5;2;3;2;2;7;5;5,9;6;7;7;6;4;4;7,6,6
05_DR-100_0072_3_sentence_9,../muse_features/muse_audio_features\05_DR-100_0072_3_sentence_9.npy,../muse_features/muse_lexical_features\05_DR-100_0072_3.npy,3,0.9258201,4.125,1.24642345,3;4;2;2;2;4;4;3,4;3;6;4;6;3;3;4,3.75,2.12132034,4.25,1.48804762,4;1;3;2;2;7;5;6,2;3;4;7;5;4;5;4,6,6
05_DR-100_0072_5_sentence_1,../muse_features/muse_audio_features\05_DR-100_0072_5_sentence_1.npy,../muse_features/muse_lexical_features\05_DR-100_0072_5.npy,3.75,1.48804762,6.25,1.16496475,5;6;2;4;2;3;3;5,4;7;6;8;6;6;6;7,3.125,1.45773797,6.5,0.75592895,2;5;1;4;3;5;3;2,6;6;6;8;6;7;7;6,8,9
05_DR-100_0072_5_sentence_10,../muse_features/muse_audio_features\05_DR-100_0072_5_sentence_10.npy,../muse_features/muse_lexical_features\05_DR-100_0072_5.npy,2.75,1.48804762,5.375,1.99553072,6;3;2;1;3;2;2;3,3;6;6;6;7;5;2;8,4.25,2.05287255,7.375,1.18773494,2;6;2;6;5;7;4;2,6;7;7;9;6;9;7;8,8,9
05_DR-100_0072_5_sentence_11,../muse_features/muse_audio_features\05_DR-100_0072_5_sentence_11.npy,../muse_features/muse_lexical_features\05_DR-100_0072_5.npy,3.5,1.77281052,6.75,1.16496475,4;3;5;2;5;6;1;2,9;6;6;6;8;7;6;6,4.125,2.10017006,7.5,1.06904497,3;6;1;6;4;7;4;2,7;7;6;9;7;9;8;7,8,9
05_DR-100_0072_5_sentence_12,../muse_features/muse_audio_features\05_DR-100_0072_5_sentence_12.npy,../muse_features/muse_lexical_features\05_DR-100_0072_5.npy,4.25,1.38873015,6,1.06904497,4;4;4;3;2;6;6;5,4;7;6;6;6;7;5;7,4,1.8516402,7.25,1.28173989,2;6;2;6;4;6;4;2,6;7;6;9;6;9;8;7,8,9
05_DR-100_0072_5_sentence_2,../muse_features/muse_audio_features\05_DR-100_0072_5_sentence_2.npy,../muse_features/muse_lexical_features\05_DR-100_0072_5.npy,4.5,2,6.125,0.64086994,6;6;6;4;7;2;3;2,6;7;6;6;6;6;7;5,3.625,1.76776695,6.375,0.74402381,3;6;1;4;3;6;4;2,6;7;5;6;6;7;7;7,8,9
05_DR-100_0072_5_sentence_3,../muse_features/muse_audio_features\05_DR-100_0072_5_sentence_3.npy,../muse_features/muse_lexical_features\05_DR-100_0072_5.npy,4.875,1.45773797,6.75,1.75254916,5;3;7;6;5;4;6;3,8;6;7;9;7;3;7;7,4,1.41421356,7.625,0.91612538,3;6;2;4;4;6;4;3,6;8;7;8;7;9;8;8,8,9
05_DR-100_0072_5_sentence_4,../muse_features/muse_audio_features\05_DR-100_0072_5_sentence_4.npy,../muse_features/muse_lexical_features\05_DR-100_0072_5.npy,4.33333333,2,5.88888889,1.16666667,4;2;7;7;3;5;6;2;3,6;6;3;6;7;6;7;6;6,4,2.07019668,7.125,1.45773797,3;6;1;3;5;7;5;2,6;7;5;9;6;9;8;7,8,9
05_DR-100_0072_5_sentence_5,../muse_features/muse_audio_features\05_DR-100_0072_5_sentence_5.npy,../muse_features/muse_lexical_features\05_DR-100_0072_5.npy,3.375,1.40788595,5,1.19522861,2;3;2;3;3;6;5;3,5;7;5;6;3;4;5;5,4,1.60356745,6.75,1.38873015,3;6;2;4;5;6;4;2,5;7;5;9;6;8;7;7,8,9
05_DR-100_0072_5_sentence_6,../muse_features/muse_audio_features\05_DR-100_0072_5_sentence_6.npy,../muse_features/muse_lexical_features\05_DR-100_0072_5.npy,4,1.8516402,6.5,1.60356745,3;2;5;6;3;2;4;7,8;6;8;7;6;7;7;3,4.5,1.92724822,7.5,1.06904497,3;6;2;6;5;7;5;2,6;7;7;9;7;9;8;7,8,9
05_DR-100_0072_5_sentence_7,../muse_features/muse_audio_features\05_DR-100_0072_5_sentence_7.npy,../muse_features/muse_lexical_features\05_DR-100_0072_5.npy,4.375,1.76776695,5.75,1.16496475,5;5;4;2;4;6;2;7,6;6;6;6;7;6;6;3,4.125,1.7268882,7,0.9258201,3;5;2;4;5;7;5;2,6;7;6;7;7;9;7;7,8,9
05_DR-100_0072_5_sentence_8,../muse_features/muse_audio_features\05_DR-100_0072_5_sentence_8.npy,../muse_features/muse_lexical_features\05_DR-100_0072_5.npy,4,1.8516402,6.375,0.51754917,7;2;3;6;4;3;5;2,6;7;7;6;6;6;6;7,4.375,1.84681192,7.25,1.28173989,3;5;2;6;5;7;5;2,6;7;6;9;6;9;8;7,8,9
05_DR-100_0072_5_sentence_9,../muse_features/muse_audio_features\05_DR-100_0072_5_sentence_9.npy,../muse_features/muse_lexical_features\05_DR-100_0072_5.npy,2.5,1.41421356,5.75,0.88640526,2;5;1;4;1;2;2;3,6;6;6;6;4;6;7;5,4,1.51185789,6.375,0.91612538,3;5;2;4;5;6;5;2,6;7;6;5;6;8;6;7,8,9
05_DR-100_0072_7_sentence_1,../muse_features/muse_audio_features\05_DR-100_0072_7_sentence_1.npy,../muse_features/muse_lexical_features\05_DR-100_0072_7.npy,2,1.19522861,5.375,0.51754917,4;3;2;3;1;1;1;1,6;5;6;5;5;5;5;6,3.25,1.66904592,5.125,0.35355339,5;3;3;4;2;2;1;6,5;5;5;5;6;5;5;5,7,7
05_DR-100_0072_7_sentence_2,../muse_features/muse_audio_features\05_DR-100_0072_7_sentence_2.npy,../muse_features/muse_lexical_features\05_DR-100_0072_7.npy,4.125,1.55264751,5.75,1.16496475,3;6;3;2;3;6;5;5,6;6;6;6;6;6;7;3,3.375,2.06587927,6.25,1.16496475,5;1;3;5;2;2;2;7,7;6;6;8;7;6;6;4,7,7
05_DR-100_0072_7_sentence_3,../muse_features/muse_audio_features\05_DR-100_0072_7_sentence_3.npy,../muse_features/muse_lexical_features\05_DR-100_0072_7.npy,4.375,1.30247018,6.375,1.40788595,4;7;4;5;3;4;5;3,7;3;7;7;7;6;7;7,4,1.60356745,6.875,1.12599163,5;3;4;6;2;4;2;6,7;6;7;9;7;7;7;5,7,7
05_DR-100_0072_7_sentence_4,../muse_features/muse_audio_features\05_DR-100_0072_7_sentence_4.npy,../muse_features/muse_lexical_features\05_DR-100_0072_7.npy,3.88888889,1.53659074,5.11111111,1.16666667,3;3;3;3;4;5;2;5;7,6;4;5;6;4;4;6;4;7,3.625,1.59798981,4.875,0.99103121,5;2;4;5;2;3;2;6,6;4;6;4;6;5;4;4,7,7
05_DR-100_0072_7_sentence_5,../muse_features/muse_audio_features\05_DR-100_0072_7_sentence_5.npy,../muse_features/muse_lexical_features\05_DR-100_0072_7.npy,4.125,1.88509189,4.5,1.19522861,5;2;4;5;4;1;7;5,5;5;6;3;6;4;3;4,3.875,1.7268882,4.375,1.18773494,5;3;4;5;2;3;2;7,4;4;4;4;7;4;5;3,7,7
05_DR-100_0072_7_sentence_6,../muse_features/muse_audio_features\05_DR-100_0072_7_sentence_6.npy,../muse_features/muse_lexical_features\05_DR-100_0072_7.npy,4.125,1.95940953,5.625,1.50594062,6;2;7;3;3;4;2;6,7;7;3;5;6;4;6;7,4.25,1.66904592,3.875,0.99103121,5;4;4;6;3;3;2;7,4;3;4;3;6;4;4;3,7,7
05_DR-100_0072_7_sentence_7,../muse_features/muse_audio_features\05_DR-100_0072_7_sentence_7.npy,../muse_features/muse_lexical_features\05_DR-100_0072_7.npy,2.5,1.06904497,4.875,1.12599163,2;4;2;2;4;3;2;1,4;7;5;6;4;5;4;4,3.875,1.7268882,4.125,1.24642345,6;2;4;5;2;4;2;6,4;3;4;3;7;4;4;4,7,7
05_DR-100_0072_7_sentence_8,../muse_features/muse_audio_features\05_DR-100_0072_7_sentence_8.npy,../muse_features/muse_lexical_features\05_DR-100_0072_7.npy,4.33333333,1.93649167,4.77777778,0.97182532,6;7;4;4;1;6;2;5;4,5;3;5;6;5;4;6;5;4,3.625,1.59798981,4.75,1.16496475,5;2;4;5;2;3;2;6,6;4;5;4;7;4;4;4,7,7
05_DR-100_0072_7_sentence_9,../muse_features/muse_audio_features\05_DR-100_0072_7_sentence_9.npy,../muse_features/muse_lexical_features\05_DR-100_0072_7.npy,4.375,1.50594062,5.25,1.28173989,5;3;5;2;6;5;6;3,4;5;5;6;4;4;7;7,4.125,1.45773797,4.625,1.50594062,6;3;4;5;2;4;3;6,7;4;4;3;7;4;4;4,7,7
05_DR-100_0072_9_sentence_1,../muse_features/muse_audio_features\05_DR-100_0072_9_sentence_1.npy,../muse_features/muse_lexical_features\05_DR-100_0072_9.npy,4,1.69030851,6.375,0.74402381,6;5;2;5;3;3;6;2,7;6;5;6;7;6;7;7,4.25,2.05287255,5.75,1.03509834,1;5;3;7;5;2;5;6,6;7;5;4;5;6;6;7,7,7
05_DR-100_0072_9_sentence_2,../muse_features/muse_audio_features\05_DR-100_0072_9_sentence_2.npy,../muse_features/muse_lexical_features\05_DR-100_0072_9.npy,3.875,1.35620268,4.5,0.9258201,5;3;4;2;2;5;5;5,5;5;3;6;4;4;5;4,4,1.8516402,4.75,1.28173989,2;5;3;6;4;1;5;6,4;3;4;4;5;5;7;6,7,7
05_DR-100_0072_9_sentence_3,../muse_features/muse_audio_features\05_DR-100_0072_9_sentence_3.npy,../muse_features/muse_lexical_features\05_DR-100_0072_9.npy,4.22222222,1.98606255,5.44444444,1.58989867,2;7;2;3;6;3;6;6;3,7;3;6;5;6;7;5;3;7,4.875,1.64208056,5.75,1.03509834,3;6;5;7;5;2;5;6,5;7;6;4;5;6;7;6,7,7
05_DR-100_0072_9_sentence_4,../muse_features/muse_audio_features\05_DR-100_0072_9_sentence_4.npy,../muse_features/muse_lexical_features\05_DR-100_0072_9.npy,4.375,1.92260983,4.5,0.9258201,2;1;5;5;6;6;6;4,6;5;4;5;5;3;4;4,4.625,1.84681192,4.5,1.51185789,2;5;5;6;4;2;6;7,4;2;4;4;5;4;7;6,7,7
05_DR-100_0072_9_sentence_5,../muse_features/muse_audio_features\05_DR-100_0072_9_sentence_5.npy,../muse_features/muse_lexical_features\05_DR-100_0072_9.npy,3.375,1.50594062,6.25,0.70710678,3;5;2;6;2;2;4;3,7;6;6;7;7;6;6;5,4.375,1.68501802,6.125,1.24642345,2;6;4;6;4;2;5;6,6;8;7;4;5;6;7;6,7,7
05_DR-100_0072_9_sentence_6,../muse_features/muse_audio_features\05_DR-100_0072_9_sentence_6.npy,../muse_features/muse_lexical_features\05_DR-100_0072_9.npy,3.875,1.88509189,5.125,1.24642345,2;6;6;1;3;5;3;5,6;3;7;5;5;4;6;5,4.25,1.75254916,5.125,1.24642345,2;6;4;6;3;2;5;6,4;7;5;4;5;4;7;5,7,7
05_DR-100_0072_9_sentence_7,../muse_features/muse_audio_features\05_DR-100_0072_9_sentence_7.npy,../muse_features/muse_lexical_features\05_DR-100_0072_9.npy,3.625,1.30247018,4.375,1.68501802,5;3;3;2;2;5;5;4,6;6;4;6;5;4;2;2,4.5,1.60356745,4.25,1.75254916,3;5;4;7;4;2;5;6,6;1;4;3;4;4;6;6,7,7
